F_33R,F_34R,F_36R,33a_vp,34a_vp,36a_vp,,,,,
412,1531.133254,0.962050946,0.925648794,0.856712336,0.008779078,0.054112325,0.000204825,114.4863902,225.2978527,334.4336873
413,1532.304977,0.962022482,0.925594101,0.856611012,0.008778818,0.054109128,0.000204801,114.4534152,225.2254546,334.2758639
414,1533.368627,0.961991551,0.925534671,0.856500921,0.008778536,0.054105654,0.000204774,114.4175832,225.1467862,334.1043824
415,1534.347943,0.961958729,0.925471611,0.856384112,0.008778236,0.054101968,0.000204746,114.3795613,225.0633127,333.9224385
416,1535.266659,0.961924593,0.925406027,0.856262636,0.008777925,0.054098134,0.000204717,114.3400161,224.9764978,333.733225
417,1536.148514,0.961889717,0.925339026,0.856138543,0.008777607,0.054094217,0.000204688,114.2996146,224.8878063,333.5399351
418,1537.017244,0.961854679,0.925271713,0.856013884,0.008777287,0.054090282,0.000204658,114.2590244,224.7987039,333.3457637
419,1537.896586,0.961820055,0.925205199,0.855890712,0.008776971,0.054086393,0.000204628,114.218914,224.710658,333.1539086
420,1538.806837,0.961786339,0.925140432,0.855770784,0.008776663,0.054082607,0.0002046,114.1798558,224.6249246,332.9671059
421,1539.747721,0.961753524,0.925077399,0.855654075,0.008776364,0.054078922,0.000204572,114.141842,224.5414867,332.7853173
422,1540.711352,0.961721419,0.925015731,0.855539901,0.008776071,0.054075317,0.000204545,114.1046501,224.4598554,332.6074769
423,1541.689832,0.961689831,0.924955057,0.855427575,0.008775783,0.05407177,0.000204518,114.0680568,224.3795407,332.4325164
424,1542.675262,0.961658567,0.924895008,0.855316412,0.008775497,0.05406826,0.000204491,114.0318388,224.3000522,332.2593669
425,1543.659742,0.961627433,0.924835212,0.855205726,0.008775213,0.054064764,0.000204465,113.9957723,224.220899,332.086959
426,1544.635374,0.961596238,0.924775298,0.855094829,0.008774929,0.054061262,0.000204438,113.9596338,224.1415902,331.9142234
427,1545.595392,0.961564814,0.924714949,0.854983133,0.008774642,0.054057734,0.000204411,113.9232313,224.0617047,331.7402431
428,1546.542709,0.961533233,0.924654299,0.854870888,0.008774354,0.054054188,0.000204385,113.8866464,223.9814213,331.5654078
429,1547.485146,0.961501685,0.924593713,0.854758769,0.008774066,0.054050647,0.000204358,113.8500991,223.9012233,331.3907697
430,1548.430562,0.96147036,0.924533559,0.854647457,0.00877378,0.05404713,0.000204331,113.813811,223.8215964,331.2173869
431,1549.386814,0.96143945,0.924474204,0.854537629,0.008773498,0.05404366,0.000204305,113.7780035,223.7430269,331.0463172
432,1550.361763,0.961409147,0.924416015,0.854429967,0.008773221,0.054040259,0.000204279,113.7428985,223.6660011,330.8786196
433,1551.363267,0.961379641,0.92435936,0.854325148,0.008772952,0.054036947,0.000204254,113.7087177,223.5910057,330.7153525
434,1552.398955,0.961351119,0.924304595,0.854223834,0.008772692,0.054033745,0.00020423,113.6756766,223.5185128,330.5575429
435,1553.473557,0.961323696,0.924251942,0.854126431,0.008772442,0.054030667,0.000204207,113.6439083,223.4488146,330.4058261
436,1554.589813,0.961297438,0.924201527,0.854033174,0.008772202,0.05402772,0.000204184,113.6134898,223.3820796,330.2605675
437,1555.750426,0.961272411,0.924153476,0.853944294,0.008771974,0.054024911,0.000204163,113.5844965,223.3184732,330.1221262
438,1556.958097,0.961248678,0.924107913,0.853860021,0.008771757,0.054022247,0.000204143,113.5570039,223.2581604,329.9908601
439,1558.215528,0.961226306,0.924064962,0.853780583,0.008771553,0.054019736,0.000204124,113.5310868,223.2013054,329.8671256
440,1559.52377,0.961205318,0.924024669,0.853706065,0.008771361,0.054017381,0.000204106,113.5067733,223.1479693,329.7510547
441,1560.867842,0.961185347,0.92398633,0.853635163,0.008771179,0.05401514,0.000204089,113.4836382,223.0972195,329.6406168
442,1562.223754,0.961165808,0.92394882,0.853565797,0.008771001,0.054012947,0.000204073,113.4610026,223.0475664,329.5325696
443,1563.567416,0.961146111,0.92391101,0.853495878,0.008770821,0.054010737,0.000204056,113.4381856,222.9975162,329.4236631
444,1564.874739,0.961125672,0.923871773,0.853423325,0.008770634,0.054008443,0.000204038,113.4145072,222.9455777,329.3106524
445,1566.121634,0.961103902,0.923829984,0.853346056,0.008770436,0.054006,0.00020402,113.3892883,222.8902615,329.1902976
446,1567.28401,0.961080217,0.92378452,0.853261995,0.00877022,0.054003342,0.000204,113.3618504,222.8300791,329.0593613
447,1568.339488,0.961054072,0.923734334,0.853169209,0.008769981,0.054000408,0.000203978,113.3315625,222.7636476,328.9148365
448,1569.29054,0.961025526,0.923679543,0.853067914,0.008769721,0.053997205,0.000203954,113.2984941,222.6911194,328.7570571
449,1570.158415,0.960995097,0.923621137,0.852959943,0.008769443,0.053993791,0.000203928,113.263243,222.6138062,328.5888787
450,1570.964824,0.96096331,0.923560128,0.852847167,0.008769153,0.053990225,0.000203901,113.2264197,222.5330477,328.413217
451,1571.731477,0.960930694,0.923497528,0.852731459,0.008768855,0.053986565,0.000203873,113.1886352,222.4501836,328.2329875
452,1572.480083,0.960897775,0.923434351,0.852614691,0.008768555,0.053982872,0.000203845,113.1505007,222.366555,328.0511075
453,1573.232355,0.960865083,0.923371611,0.852498739,0.008768257,0.053979204,0.000203817,113.1126285,222.2835044,327.8704971
454,1574.010003,0.960833146,0.923310323,0.852385477,0.008767965,0.053975621,0.00020379,113.0756317,222.2023762,327.694079
455,1574.834575,0.960802491,0.923251496,0.852276771,0.008767685,0.053972182,0.000203764,113.0401193,222.1245057,327.5247562
456,1575.716056,0.960773362,0.923195598,0.852173484,0.00876742,0.053968915,0.00020374,113.0063742,222.0505125,327.3638742
457,1576.645332,0.960745535,0.923142202,0.852074828,0.008767166,0.053965793,0.000203716,112.9741388,221.9798321,327.2102041
458,1577.611502,0.960718746,0.923090798,0.851979856,0.008766921,0.053962788,0.000203693,112.943105,221.911788,327.0622744
459,1578.603664,0.960692728,0.923040875,0.851887625,0.008766684,0.05395987,0.000203671,112.9129642,221.8457037,326.918613
460,1579.610917,0.960667214,0.922991921,0.851797189,0.008766451,0.053957008,0.00020365,112.8834076,221.780902,326.7777477
461,1580.622359,0.960641938,0.922943424,0.851707603,0.00876622,0.053954173,0.000203628,112.8541265,221.7167061,326.6382065
462,1581.627106,0.960616633,0.922894875,0.851617923,0.008765989,0.053951335,0.000203607,112.8248126,221.65244,326.4985201
463,1582.617943,0.960591124,0.922845933,0.851527525,0.008765757,0.053948474,0.000203585,112.7952614,221.5876555,326.3577143
464,1583.595886,0.960565434,0.922796647,0.851436495,0.008765522,0.053945592,0.000203563,112.7655012,221.5224142,326.2159233
465,1584.563072,0.960539616,0.922747115,0.851345015,0.008765287,0.053942697,0.000203542,112.7355917,221.4568475,326.0734327
466,1585.521639,0.96051372,0.922697436,0.85125327,0.00876505,0.053939793,0.00020352,112.7055928,221.3910866,325.9305279
467,1586.473725,0.960487799,0.922647709,0.851161441,0.008764814,0.053936886,0.000203498,112.6755644,221.3252629,325.7874941
468,1587.421467,0.960461904,0.922598035,0.851069714,0.008764577,0.053933982,0.000203476,112.6455664,221.2595076,325.6446167
469,1588.367003,0.960436087,0.922548511,0.850978269,0.008764342,0.053931087,0.000203454,112.6156587,221.1939519,325.5021809
470,1589.312517,0.960410401,0.922499239,0.850887295,0.008764107,0.053928206,0.000203432,112.5859026,221.1287302,325.3604781
471,1590.260332,0.960384902,0.922450328,0.850796991,0.008763875,0.053925347,0.000203411,112.5563632,221.0639851,325.2198186
472,1591.212798,0.960359646,0.922401885,0.850707558,0.008763644,0.053922515,0.000203389,112.5271064,220.9998613,325.080516
473,1592.172267,0.960334692,0.922354022,0.850619198,0.008763417,0.053919717,0.000203368,112.4981982,220.9365033,324.9428843
474,1593.14109,0.960310096,0.922306846,0.850532112,0.008763192,0.053916959,0.000203347,112.4697047,220.8740557,324.8072372
475,1594.121617,0.960285915,0.922260467,0.850446501,0.008762971,0.053914248,0.000203327,112.4416918,220.8126628,324.673888
476,1595.116199,0.960262205,0.922214993,0.850362567,0.008762755,0.05391159,0.000203307,112.4142254,220.7524692,324.5431501
477,1596.125044,0.960238972,0.922170435,0.850280325,0.008762543,0.053908985,0.000203287,112.3873108,220.6934864,324.4150483
478,1597.139107,0.960215993,0.922126367,0.850198992,0.008762333,0.053906409,0.000203268,112.3606917,220.6351525,324.288362
479,1598.146848,0.960192988,0.922082248,0.850117569,0.008762123,0.053903829,0.000203248,112.3340413,220.5767513,324.1615357
480,1599.136726,0.960169674,0.922037537,0.850035058,0.008761911,0.053901216,0.000203228,112.3070327,220.5175669,324.0330145
481,1600.097199,0.960145768,0.921991694,0.849950461,0.008761692,0.053898536,0.000203208,112.2793394,220.4568832,323.9012442
482,1601.016727,0.960120989,0.921944177,0.84986278,0.008761466,0.053895758,0.000203187,112.2506344,220.3939845,323.764671
483,1601.883768,0.960095055,0.921894446,0.849771018,0.00876123,0.053892851,0.000203165,112.2205909,220.3281545,323.6217406
484,1602.690546,0.960067775,0.921842135,0.849674502,0.008760981,0.053889793,0.000203142,112.1889881,220.2589096,323.4714043
485,1603.452104,0.960039515,0.921787947,0.849574527,0.008760723,0.053886625,0.000203118,112.1562502,220.1871797,323.3156816
486,1604.192045,0.96001085,0.921732984,0.84947313,0.008760461,0.053883412,0.000203094,112.1230436,220.1144252,323.157744
487,1604.933983,0.959982357,0.921678353,0.84937235,0.008760201,0.053880218,0.00020307,112.0900359,220.0421084,323.0007658
488,1605.701537,0.959954612,0.921625158,0.849274224,0.008759948,0.053877108,0.000203046,112.057895,219.9716929,322.8479239
489,1606.518321,0.959928193,0.921574505,0.849180795,0.008759707,0.053874147,0.000203024,112.0272896,219.9046432,322.7023958
490,1607.407952,0.959903676,0.921527502,0.849094101,0.008759483,0.0538714,0.000203003,111.9988883,219.8424239,322.5673591
491,1608.394045,0.959881639,0.921485253,0.84901618,0.008759282,0.05386893,0.000202985,111.9733595,219.7864987,322.4459885
492,1609.497827,0.959862599,0.921448751,0.848948862,0.008759108,0.053866796,0.000202969,111.9513027,219.7381807,322.3411318
493,1610.699319,0.959846066,0.921417056,0.84889041,0.008758958,0.053864943,0.000202955,111.9321501,219.6962253,322.2500863
494,1611.943806,0.959830701,0.921387601,0.848836092,0.008758817,0.053863221,0.000202942,111.9143509,219.6572354,322.1654788
495,1613.175485,0.959815142,0.921357773,0.848781086,0.008758675,0.053861477,0.000202929,111.8963256,219.617751,322.0798009
496,1614.338553,0.959798025,0.921324961,0.848720581,0.008758519,0.053859559,0.000202914,111.8764972,219.5743174,321.985557
497,1615.377208,0.959777992,0.921286559,0.84864977,0.008758336,0.053857314,0.000202897,111.8532902,219.523484,321.8752608
498,1616.240492,0.959753801,0.921240186,0.848564266,0.008758116,0.053854603,0.000202877,111.8252657,219.4620997,321.742078
499,1616.93973,0.959725726,0.921186371,0.848465045,0.008757859,0.053851458,0.000202853,111.7927426,219.3908638,321.5875289
500,1617.529454,0.959695096,0.921127659,0.848356802,0.00875758,0.053848025,0.000202827,111.7572591,219.3131458,321.4189271
501,1618.065069,0.95966326,0.921066638,0.848244308,0.008757289,0.053844458,0.0002028,111.7203785,219.2323707,321.2437045
502,1618.601976,0.959631569,0.921005898,0.84813234,0.008757,0.053840907,0.000202773,111.6836665,219.1519675,321.0693001
503,1619.19558,0.959601378,0.920948033,0.848025679,0.008756725,0.053837525,0.000202748,111.6486914,219.0753706,320.903163
504,1619.901282,0.959574041,0.920895641,0.847929113,0.008756475,0.053834462,0.000202725,111.6170235,219.0060187,320.7527489
505,1620.771931,0.959550853,0.920851201,0.847847206,0.008756264,0.053831864,0.000202705,111.5901611,218.9471923,320.62517
506,1621.808372,0.959531834,0.920814751,0.84778003,0.00875609,0.053829733,0.000202689,111.5681281,218.8989428,320.5205342
507,1622.962949,0.959515816,0.920784054,0.847723459,0.008755944,0.053827939,0.000202676,111.5495726,218.8583095,320.4324184
508,1624.18615,0.959501588,0.920756788,0.847673211,0.008755814,0.053826345,0.000202664,111.5330901,218.8222163,320.3541505
509,1625.428463,0.959487938,0.92073063,0.847625007,0.00875569,0.053824815,0.000202652,111.5172776,218.7875907,320.2790672
510,1626.640377,0.959473658,0.920703263,0.847574577,0.008755559,0.053823216,0.00020264,111.5007343,218.7513652,320.2005171
511,1627.772381,0.959457539,0.920672375,0.847517659,0.008755412,0.05382141,0.000202627,111.4820615,218.7104775,320.1118602
512,1628.774963,0.959438376,0.920635653,0.847449995,0.008755237,0.053819263,0.00020261,111.4598618,218.6618679,320.006464
513,1629.598868,0.959414968,0.920590798,0.847367347,0.008755024,0.053816641,0.000202591,111.4327448,218.6024923,319.8777303
514,1630.23298,0.959387042,0.920537288,0.847268758,0.008754769,0.053813513,0.000202567,111.4003949,218.5316605,319.7241666
515,1630.744417,0.959356234,0.920478256,0.847160001,0.008754488,0.053810062,0.000202541,111.3647051,218.4535185,319.5547644
516,1631.209895,0.959324412,0.920417283,0.847047678,0.008754197,0.053806498,0.000202514,111.3278412,218.3728083,319.3798063
517,1631.706131,0.95929345,0.920357959,0.846938397,0.008753915,0.05380303,0.000202488,111.2919725,218.2942794,319.2095879
518,1632.30984,0.959265222,0.920303876,0.846838777,0.008753657,0.053799868,0.000202464,111.2592718,218.2226887,319.0544181
519,1633.097739,0.959241606,0.92025863,0.84675544,0.008753442,0.053797223,0.000202444,111.231914,218.1627966,318.9246115
520,1634.146486,0.959224476,0.920225813,0.846694996,0.008753285,0.053795304,0.00020243,111.21207,218.1193549,318.8304627
521,1635.484073,0.959214511,0.920206722,0.846659837,0.008753194,0.053794188,0.000202421,111.2005264,218.0940844,318.7756967
522,1637.001063,0.959209029,0.920196218,0.846640491,0.008753144,0.053793574,0.000202417,111.1941749,218.0801802,318.7455642
523,1638.563937,0.959204762,0.920188044,0.846625436,0.008753105,0.053793096,0.000202413,111.1892319,218.0693594,318.7221142
524,1640.039176,0.959198454,0.92017596,0.846603183,0.008753048,0.05379239,0.000202408,111.1819254,218.0533647,318.6874519
525,1641.295145,0.959186906,0.920153836,0.846562438,0.008752943,0.053791097,0.000202398,111.1685472,218.0240788,318.6239875
526,1642.284314,0.959168967,0.920119469,0.846499149,0.008752779,0.053789088,0.000202383,111.1477653,217.9785865,318.5254057
527,1643.075143,0.959146306,0.920076059,0.846419208,0.008752572,0.05378655,0.000202364,111.1215144,217.9211235,318.4008886
528,1643.744565,0.959120797,0.920027193,0.846329225,0.008752339,0.053783693,0.000202342,111.0919637,217.8564387,318.2607298
529,1644.36951,0.959094312,0.919976458,0.846235806,0.008752098,0.053780727,0.00020232,111.0612818,217.7892796,318.1152174
530,1645.02691,0.959068724,0.919927442,0.846145557,0.008751864,0.053777862,0.000202298,111.0316389,217.7243966,317.9746444
531,1645.791897,0.959045863,0.919883653,0.846064937,0.008751655,0.053775302,0.000202279,111.0051563,217.6664324,317.8490676
532,1646.686787,0.959026275,0.919846133,0.84599586,0.008751477,0.053773109,0.000202263,110.9824642,217.6167659,317.7414721
533,1647.673771,0.959009037,0.919813114,0.845935073,0.008751319,0.053771179,0.000202248,110.9624945,217.5730585,317.64679
534,1648.711771,0.958993146,0.919782678,0.845879043,0.008751174,0.053769399,0.000202235,110.9440862,217.5327694,317.5595159
535,1649.759714,0.958977602,0.919752906,0.845824237,0.008751033,0.053767659,0.000202222,110.9260794,217.4933597,317.4741492
536,1650.776524,0.958961404,0.919721882,0.845767129,0.008750885,0.053765845,0.000202208,110.9073151,217.4522927,317.3851958
537,1651.721126,0.958943553,0.919687691,0.845704194,0.008750722,0.053763846,0.000202193,110.8866353,217.4070344,317.2871673
538,1652.552893,0.95892306,0.919648442,0.84563195,0.008750535,0.053761552,0.000202176,110.8628951,217.3550794,317.1746382
539,1653.257123,0.958899567,0.919603448,0.845549136,0.00875032,0.053758922,0.000202156,110.8356796,217.2955201,317.0456452
540,1653.858727,0.958873679,0.919553869,0.845457887,0.008750084,0.053756023,0.000202134,110.8056898,217.229891,316.9035134
541,1654.385958,0.958846082,0.919501018,0.845360622,0.008749832,0.053752934,0.000202111,110.7737203,217.1599315,316.7520117
542,1654.867071,0.958817463,0.919446211,0.845259762,0.008749571,0.05374973,0.000202087,110.7405661,217.0873819,316.5949102
543,1655.330319,0.958788508,0.919390762,0.845157729,0.008749307,0.053746488,0.000202062,110.7070234,217.0139841,316.4359817
544,1655.803954,0.958759906,0.919335991,0.845056948,0.008749046,0.053743287,0.000202038,110.6738893,216.9414826,316.2790033
545,1656.316232,0.958732346,0.919283217,0.844959848,0.008748794,0.053740201,0.000202015,110.6419624,216.8716246,316.1277575
546,1656.895405,0.958706518,0.919233761,0.844868858,0.008748559,0.05373731,0.000201993,110.6120421,216.806159,315.9860292
547,1657.561462,0.958682911,0.919188559,0.844785698,0.008748343,0.053734668,0.000201973,110.5846946,216.7463244,315.8564982
548,1658.305085,0.958661298,0.919147177,0.844709569,0.008748146,0.053732249,0.000201955,110.5596574,216.6915457,315.7379181
549,1659.110464,0.958641294,0.919108875,0.844639111,0.008747964,0.05373001,0.000201938,110.5364835,216.6408449,315.6281702
550,1659.961787,0.958622512,0.919072914,0.844572961,0.008747792,0.053727907,0.000201923,110.5147255,216.5932428,315.5251339
551,1660.843244,0.958604566,0.919038554,0.844509759,0.008747628,0.053725899,0.000201907,110.4939359,216.5477601,315.4266889
552,1661.739024,0.958587069,0.919005056,0.844448143,0.008747469,0.05372394,0.000201893,110.473667,216.5034176,315.3307154
553,1662.633316,0.958569636,0.91897168,0.844386754,0.00874731,0.053721989,0.000201878,110.4534716,216.4592366,315.235095
554,1663.510308,0.95855188,0.918937686,0.844324233,0.008747148,0.053720002,0.000201863,110.4329025,216.4142389,315.1377104
555,1664.355599,0.95853345,0.918902403,0.844259342,0.008746979,0.053717939,0.000201848,110.4115526,216.3675339,315.0366348
556,1665.167335,0.958514301,0.918865743,0.844191922,0.008746805,0.053715796,0.000201831,110.3893693,216.3190067,314.9316199
557,1665.950259,0.958494548,0.918827928,0.84412238,0.008746624,0.053713586,0.000201815,110.3664864,216.2689501,314.8232996
558,1666.709169,0.958474308,0.918789181,0.844051127,0.00874644,0.053711321,0.000201798,110.343039,216.2176599,314.7123146
559,1667.448866,0.958453697,0.918749726,0.843978575,0.008746252,0.053709014,0.00020178,110.3191626,216.1654322,314.5993055
560,1668.174149,0.958432833,0.918709785,0.843905134,0.008746061,0.053706679,0.000201763,110.2949922,216.1125625,314.4849125
561,1668.888922,0.958411809,0.918669542,0.843831139,0.008745869,0.053704327,0.000201745,110.2706377,216.0592916,314.3696563
562,1669.59079,0.958390569,0.918628883,0.843756383,0.008745676,0.05370195,0.000201727,110.2460312,216.0054704,314.2532146
563,1670.274658,0.958368985,0.918587569,0.843680427,0.008745479,0.053699535,0.000201709,110.2210282,215.9507831,314.1349045
564,1670.935422,0.958346935,0.918545362,0.843602833,0.008745277,0.053697067,0.000201691,110.1954838,215.8949132,314.0140414
565,1671.567976,0.958324292,0.918502023,0.843523159,0.008745071,0.053694534,0.000201672,110.1692533,215.8375437,313.8899403
566,1672.167216,0.958300932,0.918457311,0.843440967,0.008744858,0.05369192,0.000201652,110.1421916,215.7783578,313.7619158
567,1672.728035,0.958276728,0.918410987,0.843355815,0.008744637,0.053689212,0.000201632,110.1141534,215.7170377,313.6292815
568,1673.246698,0.95825159,0.918362874,0.84326738,0.008744407,0.053686399,0.00020161,110.085032,215.6533502,313.4915337
569,1673.733445,0.958225766,0.91831345,0.84317654,0.008744172,0.05368351,0.000201589,110.0551158,215.5879265,313.3500382
570,1674.206692,0.958199705,0.918263574,0.843084873,0.008743934,0.053680594,0.000201567,110.0249252,215.5219044,313.2072561
571,1674.684959,0.958173859,0.918214111,0.842993971,0.008743698,0.053677703,0.000201545,109.994984,215.4564293,313.0656648
572,1675.186764,0.958148681,0.918165927,0.842905425,0.008743468,0.053674886,0.000201524,109.9658165,215.3926479,312.9277437
573,1675.730628,0.958124624,0.918119891,0.842820828,0.008743249,0.053672195,0.000201504,109.9379479,215.3317085,312.7959745
574,1676.33507,0.958102142,0.918076869,0.842741775,0.008743044,0.05366968,0.000201485,109.9119035,215.2747594,312.6728397
575,1677.018609,0.958081688,0.918037729,0.842669859,0.008742857,0.053667392,0.000201468,109.8882088,215.2229491,312.5608212
576,1677.799281,0.958063703,0.918003315,0.84260663,0.008742693,0.05366538,0.000201452,109.867375,215.1773954,312.4623337
577,1678.676835,0.958048182,0.917973615,0.842552062,0.008742551,0.053663644,0.000201439,109.8493942,215.1380807,312.3773381
578,1679.627555,0.958034542,0.917947515,0.842504111,0.008742427,0.053662118,0.000201428,109.8335931,215.1035323,312.302649
579,1680.626184,0.958022165,0.917923832,0.8424606,0.008742314,0.053660733,0.000201417,109.8192544,215.0721818,312.2348754
580,1681.647466,0.958010431,0.91790138,0.842419354,0.008742207,0.053659421,0.000201408,109.8056616,215.0424625,312.1706296
581,1682.666145,0.957998723,0.917878979,0.842378201,0.0087421,0.053658111,0.000201398,109.7920989,215.0128094,312.1065286
582,1683.656965,0.957986425,0.917855447,0.842334972,0.008741988,0.053656736,0.000201387,109.7778515,214.9816597,312.0391939
583,1684.594817,0.957972922,0.917829612,0.842287513,0.008741864,0.053655225,0.000201376,109.7622096,214.9474615,311.9652716
584,1685.466651,0.957957898,0.917800866,0.842234709,0.008741727,0.053653545,0.000201363,109.7448048,214.9094097,311.8830218
585,1686.28025,0.957941543,0.917769573,0.842177228,0.008741578,0.053651716,0.00020135,109.7258578,214.867987,311.7934886
586,1687.045466,0.957924096,0.917736194,0.842115918,0.008741419,0.053649764,0.000201335,109.7056474,214.8238029,311.6979902
587,1687.77215,0.9579058,0.91770119,0.842051623,0.008741252,0.053647718,0.00020132,109.6844521,214.7774663,311.5978432
588,1688.470155,0.957886894,0.917665018,0.841985188,0.008741079,0.053645603,0.000201304,109.6625501,214.7295857,311.4943631
589,1689.149263,0.957867616,0.917628137,0.841917452,0.008740904,0.053643447,0.000201288,109.6402176,214.6807652,311.3888558
590,1689.815935,0.957848124,0.917590846,0.841848967,0.008740726,0.053641267,0.000201271,109.617637,214.6314032,311.2821828
591,1690.471912,0.95782846,0.917553228,0.841779883,0.008740546,0.053639068,0.000201255,109.5948573,214.5816068,311.1745754
592,1691.118576,0.957808657,0.917515345,0.841710316,0.008740365,0.053636854,0.000201238,109.5719171,214.5314607,311.0662166
593,1691.757309,0.95778875,0.917477262,0.841640384,0.008740184,0.053634627,0.000201221,109.5488551,214.4810495,310.9572896
594,1692.389492,0.95776877,0.917439043,0.841570205,0.008740001,0.053632393,0.000201205,109.5257101,214.4304578,310.8479772
595,1693.016508,0.957748753,0.917400751,0.841499897,0.008739819,0.053630155,0.000201188,109.5025209,214.3797706,310.7384629
596,1693.639743,0.957728731,0.917362451,0.841429576,0.008739636,0.053627916,0.000201171,109.4793263,214.3290727,310.6289302
597,1694.261324,0.957708756,0.917324243,0.841359426,0.008739454,0.053625682,0.000201154,109.4561863,214.2784951,310.5196618
598,1694.884794,0.957688914,0.91728629,0.841289747,0.008739273,0.053623463,0.000201138,109.4332008,214.2282562,310.4111298
599,1695.513859,0.957669296,0.917248766,0.841220859,0.008739094,0.05362127,0.000201121,109.4104744,214.1785847,310.3038279
600,1696.152225,0.957649992,0.917211843,0.841153078,0.008738918,0.053619111,0.000201105,109.3881118,214.1297092,310.1982499
601,1696.803595,0.957631093,0.917175694,0.84108672,0.008738745,0.053616998,0.000201089,109.3662175,214.0818583,310.0948893
602,1697.471677,0.957612688,0.917140492,0.841022102,0.008738577,0.05361494,0.000201074,109.3448963,214.0352608,309.9942399
603,1698.160173,0.957594868,0.917106409,0.840959542,0.008738415,0.053612948,0.000201059,109.3242527,213.9901451,309.8967949
604,1698.872107,0.957577706,0.917073587,0.840899297,0.008738258,0.053611029,0.000201044,109.304372,213.9466975,309.8029564
605,1699.608699,0.957561233,0.917042081,0.840841471,0.008738108,0.053609187,0.00020103,109.2852885,213.9049928,309.7128851
606,1700.37088,0.95754547,0.917011935,0.840786142,0.008737964,0.053607425,0.000201017,109.2670281,213.8650874,309.626703
607,1701.159576,0.95753044,0.91698319,0.840733387,0.008737827,0.053605745,0.000201005,109.2496164,213.8270375,309.5445307
608,1701.975716,0.957516164,0.916955889,0.840683284,0.008737696,0.053604149,0.000200993,109.2330792,213.7908992,309.4664891
609,1702.82023,0.957502666,0.916930075,0.84063591,0.008737573,0.05360264,0.000200981,109.2174422,213.7567285,309.3926987
610,1703.694044,0.957489967,0.916905789,0.840591342,0.008737457,0.05360122,0.000200971,109.2027308,213.7245809,309.323279
611,1704.598087,0.957478089,0.916883074,0.840549657,0.008737349,0.053599892,0.000200961,109.1889704,213.6945118,309.2583493
612,1705.533289,0.957467053,0.91686197,0.840510931,0.008737248,0.053598658,0.000200951,109.1761863,213.6665765,309.1980285
613,1706.500576,0.957456882,0.91684252,0.840475239,0.008737155,0.053597521,0.000200943,109.1644035,213.6408296,309.1424345
614,1707.500878,0.957447597,0.916824764,0.840442658,0.008737071,0.053596483,0.000200935,109.1536472,213.6173257,309.0916849